complaint_id,filed_on,resolved_on,ward,category,description,status,channel,priority,citizen_age,satisfaction_score
GRV-2746,2025-07-04,,Ward-09,Street Lighting,Street lights not working for 2 weeks,Open,Phone Call,Low,74.0,nan
GRV-2747,2025-11-20,,Ward-02,Road & Infrastructure,Speed breaker removed without notice,Open,Walk-In,Low,39.0,nan
GRV-2748,2025-03-22,,Ward-16,Water Supply,Dirty/contaminated water coming from tap,Open,Phone Call,Critical,19.0,nan
GRV-2749,2026-01-01,,Ward-16,Water Supply,Water pipeline leakage on main road,Open,Phone Call,Medium,30.0,nan
GRV-2750,2025-07-07,2025-07-09,Ward-18,Water Supply,No water supply for 3 days,Resolved,Walk-In,Medium,61.0,2.0
GRV-2751,2025-02-26,2025-03-27,Ward-19,Public Property,Tree fallen on parked vehicles,Resolved,WhatsApp,Medium,24.0,5.0
GRV-2752,2025-09-18,,Ward-13,Waste Management,Illegal dumping of waste on street,Open,Mobile App,High,27.0,nan
GRV-2753,2025-03-24,,Ward-19,Waste Management,Garbage truck does not come on schedule,Open,Walk-In,Low,20.0,nan
GRV-2754,2024-12-12,,Ward-18,Street Lighting,Street lights not working for 2 weeks,Open,WhatsApp,Medium,58.0,nan
GRV-2755,2025-04-24,,Ward-07,Public Property,Stray dogs attacking residents near park,Rejected,WhatsApp,High,50.0,nan
GRV-2756,2026-01-10,,Ward-18,Water Supply,Low water pressure in pipes,Open,Phone Call,High,30.0,nan
GRV-2757,2025-05-16,,Ward-12,Noise & Pollution,Dust from road construction affecting residents,Rejected,Website,Medium,47.0,nan
GRV-2758,2025-11-01,,,Water Supply,Water pipeline leakage on main road,Open,Website,Medium,,nan
GRV-2759,2025-05-12,,Ward-09,Sewage & Drainage,Sewage overflowing onto road,Open,Walk-In,Low,43.0,nan
GRV-2760,2024-10-14,2024-10-28,Ward-07,Sewage & Drainage,Sewage overflowing onto road,Resolved,Website,Medium,38.0,3.0
GRV-2761,2025-12-26,,Ward-06,Sewage & Drainage,Sewage mixing with drinking water pipeline,Rejected,Website,High,57.0,nan
GRV-2762,2024-11-21,2024-12-05,Ward-13,Street Lighting,Broken street light reported multiple times,Resolved,WhatsApp,Low,39.0,4.0
GRV-2763,2025-05-26,,Ward-07,Waste Management,Garbage not collected for a week,Open,WhatsApp,Medium,35.0,nan
GRV-2764,2025-03-27,,Ward-17,Noise & Pollution,Dust from road construction affecting residents,In Progress,Phone Call,Medium,,nan
GRV-2765,2025-10-30,2025-11-09,Ward-18,Waste Management,Illegal dumping of waste on street,Resolved,Mobile App,Low,67.0,5.0
GRV-2766,2025-10-13,,Ward-02,Water Supply,Water meter not working properly,Open,Walk-In,Critical,43.0,nan
GRV-2767,2024-12-14,,Ward-02,Road & Infrastructure,Road completely waterlogged after rain,Open,Walk-In,Critical,54.0,nan
GRV-2768,2025-05-03,,Ward-12,Waste Management,Garbage truck does not come on schedule,Open,WhatsApp,Critical,20.0,nan
GRV-2769,2025-04-22,2025-05-08,Ward-18,Road & Infrastructure,Large pothole causing accidents on highway,Closed,Phone Call,High,59.0,5.0
GRV-2770,2025-04-17,,Ward-02,Street Lighting,Broken street light reported multiple times,Open,Mobile App,High,19.0,nan
GRV-2771,2025-12-25,,Ward-01,Waste Management,Illegal dumping of waste on street,Open,WhatsApp,Medium,,nan
GRV-2772,2025-06-29,,Ward-13,Noise & Pollution,Dust from road construction affecting residents,Open,Phone Call,High,72.0,nan
GRV-2773,2025-11-03,,Ward-15,Public Property,Encroachment on footpath by shop owners,In Progress,Walk-In,Medium,,nan
GRV-2774,2025-09-20,2025-09-22,Ward-13,Waste Management,Garbage truck does not come on schedule,Resolved,Walk-In,Medium,74.0,3.0
GRV-2775,2025-08-23,,Ward-16,Public Property,Stray dogs attacking residents near park,In Progress,Mobile App,Medium,,nan
GRV-2776,2025-04-27,2025-05-17,Ward-06,Street Lighting,Frequent power fluctuation in area,Resolved,Walk-In,Medium,,2.0
GRV-2777,2025-01-13,2025-01-14,Ward-01,Public Property,Public toilet locked / not accessible,Resolved,Phone Call,Low,,4.0
GRV-2778,2025-07-28,2025-08-06,Ward-07,Waste Management,No waste bins available in the area,Resolved,Mobile App,Low,47.0,4.0
GRV-2779,2024-10-01,,Ward-13,Street Lighting,Frequent power fluctuation in area,In Progress,Mobile App,High,52.0,nan
GRV-2780,2025-05-10,2025-06-04,Ward-13,Waste Management,Garbage not collected for a week,Resolved,Website,Low,21.0,3.0
GRV-2781,2025-05-22,2025-06-16,Ward-02,Noise & Pollution,Construction noise beyond permitted hours,Resolved,,Low,53.0,2.0
GRV-2782,2026-03-23,,Ward-20,Noise & Pollution,Construction noise beyond permitted hours,Open,Mobile App,High,24.0,nan
GRV-2783,2024-12-29,,Ward-11,Water Supply,No water supply for 3 days,In Progress,Mobile App,Low,49.0,nan
GRV-2784,2025-06-03,2025-06-23,Ward-06,Street Lighting,Broken street light reported multiple times,Closed,Phone Call,Medium,68.0,4.0
GRV-2785,2024-10-16,,Ward-09,Waste Management,Overflowing dustbin near bus stop,Open,,Medium,32.0,nan
GRV-2786,2026-03-01,2026-03-15,Ward-04,Water Supply,No water supply for 3 days,Resolved,WhatsApp,Low,30.0,1.0
GRV-2787,2024-12-25,,Ward-08,Sewage & Drainage,Manhole cover missing – safety hazard,Open,Mobile App,Low,32.0,nan
GRV-2788,2026-02-13,,Ward-10,Street Lighting,Frequent power fluctuation in area,In Progress,Walk-In,Critical,70.0,nan
GRV-2789,2024-12-10,2024-12-22,Ward-04,Public Property,Stray dogs attacking residents near park,Resolved,Website,Low,24.0,5.0
GRV-2790,2025-02-07,,Ward-10,Water Supply,Low water pressure in pipes,Open,Phone Call,Low,23.0,nan
GRV-2791,2025-06-01,,Ward-03,Road & Infrastructure,Large pothole causing accidents on highway,In Progress,Mobile App,Medium,54.0,nan
GRV-2792,2025-11-01,,Ward-20,Waste Management,No waste bins available in the area,In Progress,Walk-In,Medium,35.0,nan
GRV-2793,2026-01-04,2026-01-15,Ward-10,Waste Management,Illegal dumping of waste on street,Resolved,Phone Call,High,50.0,1.0
GRV-2794,2025-01-12,2025-01-17,Ward-09,Road & Infrastructure,Speed breaker removed without notice,Resolved,Mobile App,High,,5.0
GRV-2795,2026-01-17,2026-02-02,Ward-05,Noise & Pollution,Factory emitting foul-smelling smoke,Resolved,Phone Call,Low,40.0,4.0
GRV-2796,2025-08-30,2025-09-17,Ward-04,Street Lighting,Short circuit sparks from street light,Resolved,WhatsApp,Medium,33.0,5.0
GRV-2797,2026-03-24,,Ward-11,Public Property,Tree fallen on parked vehicles,Open,Walk-In,Low,26.0,nan
GRV-2798,2025-06-02,,Ward-14,Street Lighting,Electric pole fallen on road – dangerous,Open,Website,Medium,20.0,nan
GRV-2799,2024-11-25,2024-12-03,,Street Lighting,Broken street light reported multiple times,Resolved,Phone Call,Low,36.0,2.0
GRV-2800,2024-12-17,,Ward-18,Public Property,Public toilet locked / not accessible,In Progress,Website,Medium,32.0,nan
GRV-2801,2025-01-21,,Ward-08,Street Lighting,Broken street light reported multiple times,In Progress,Website,Low,,nan
GRV-2802,2025-09-19,,Ward-08,Public Property,Stray dogs attacking residents near park,In Progress,Mobile App,Low,48.0,nan
GRV-2803,2025-03-10,,Ward-01,Water Supply,Low water pressure in pipes,Rejected,Phone Call,Medium,40.0,nan
GRV-2804,2024-12-19,,Ward-12,Waste Management,Garbage not collected for a week,Open,Phone Call,High,34.0,nan
GRV-2805,2025-06-26,,Ward-05,Noise & Pollution,Factory emitting foul-smelling smoke,Open,WhatsApp,Critical,70.0,nan
GRV-2806,2025-10-21,,Ward-08,Street Lighting,Frequent power fluctuation in area,Open,Mobile App,High,68.0,nan
GRV-2807,2025-10-11,,Ward-01,Water Supply,Low water pressure in pipes,In Progress,Website,Medium,40.0,nan
GRV-2808,2026-02-05,2026-02-15,Ward-03,Public Property,Park benches broken and vandalised,Resolved,Website,High,,4.0
GRV-2809,2026-02-05,,Ward-12,Noise & Pollution,Factory emitting foul-smelling smoke,Open,Walk-In,Low,63.0,nan
GRV-2810,2024-11-28,,Ward-14,Water Supply,No water supply for 3 days,In Progress,Walk-In,High,54.0,nan
GRV-2811,2024-11-04,2024-11-27,Ward-10,Street Lighting,Frequent power fluctuation in area,Resolved,Website,Medium,36.0,4.0
GRV-2812,2025-11-27,2025-12-16,Ward-01,Road & Infrastructure,Speed breaker removed without notice,Resolved,Phone Call,Low,71.0,1.0
GRV-2813,2025-11-23,2025-12-22,Ward-06,Water Supply,No water supply for 3 days,Resolved,WhatsApp,Low,23.0,1.0
GRV-2814,2024-10-14,2024-10-19,Ward-15,Street Lighting,Short circuit sparks from street light,Resolved,WhatsApp,High,57.0,4.0
GRV-2815,2024-11-06,,Ward-08,Road & Infrastructure,Road construction debris not cleared,In Progress,Website,Critical,36.0,nan
GRV-2816,2024-12-22,,Ward-05,Road & Infrastructure,Large pothole causing accidents on highway,In Progress,Walk-In,Medium,28.0,nan
GRV-2817,2025-12-30,,Ward-18,Water Supply,Low water pressure in pipes,In Progress,WhatsApp,High,,nan
GRV-2818,2024-10-21,,Ward-13,Noise & Pollution,Loud music from nearby event venue,In Progress,Website,Low,,nan
GRV-2819,2025-08-24,2025-09-09,,Noise & Pollution,Burning of garbage creating air pollution,Resolved,Walk-In,Low,58.0,4.0
GRV-2820,2025-05-07,,Ward-11,Water Supply,No water supply for 3 days,In Progress,Mobile App,Low,66.0,nan
GRV-2821,2025-05-08,,Ward-07,Waste Management,Garbage truck does not come on schedule,Open,WhatsApp,Low,37.0,nan
GRV-2822,2024-12-20,,Ward-02,Road & Infrastructure,Road completely waterlogged after rain,In Progress,Walk-In,Low,43.0,nan
GRV-2823,2025-07-29,,Ward-16,Sewage & Drainage,Sewage mixing with drinking water pipeline,Open,,Low,45.0,nan
GRV-2824,2024-12-16,2024-12-21,Ward-01,Road & Infrastructure,Large pothole causing accidents on highway,Closed,Phone Call,High,37.0,2.0
GRV-2825,2025-10-13,,Ward-13,Street Lighting,Broken street light reported multiple times,Open,Phone Call,Critical,51.0,nan
GRV-2826,2025-04-01,,Ward-17,Public Property,Park benches broken and vandalised,Open,Mobile App,Medium,32.0,nan
GRV-2827,2025-06-26,,Ward-13,Noise & Pollution,Factory emitting foul-smelling smoke,Open,Website,Medium,72.0,nan
GRV-2828,2025-08-06,,Ward-05,Noise & Pollution,Construction noise beyond permitted hours,Open,Website,Low,68.0,nan
GRV-2829,2025-06-20,,Ward-08,Public Property,Park benches broken and vandalised,Rejected,Walk-In,High,,nan
GRV-2830,2024-10-24,2024-11-07,Ward-06,Public Property,Public toilet locked / not accessible,Resolved,WhatsApp,Medium,23.0,2.0
GRV-2831,2025-07-03,2025-07-11,Ward-11,Public Property,Encroachment on footpath by shop owners,Resolved,Website,High,56.0,4.0
GRV-2832,2025-07-10,,Ward-14,Road & Infrastructure,Broken footpath causing injury to pedestrians,In Progress,Mobile App,High,27.0,nan
GRV-2833,2026-01-27,,Ward-20,Noise & Pollution,Loud music from nearby event venue,Open,WhatsApp,Low,51.0,nan
GRV-2834,2025-02-25,2025-03-06,Ward-16,Waste Management,Garbage truck does not come on schedule,Resolved,Mobile App,High,52.0,1.0
GRV-2835,2025-05-10,,Ward-03,Waste Management,Illegal dumping of waste on street,In Progress,Website,Low,31.0,nan
GRV-2836,2024-10-18,2024-11-08,Ward-06,Road & Infrastructure,Road completely waterlogged after rain,Closed,Mobile App,Low,,2.0
GRV-2837,2026-01-07,,Ward-06,Road & Infrastructure,Broken footpath causing injury to pedestrians,Open,Website,Low,64.0,nan
GRV-2838,2026-01-05,2026-01-12,,Street Lighting,Electric pole fallen on road – dangerous,Resolved,Website,Medium,35.0,1.0
GRV-2839,2025-10-10,,Ward-16,Waste Management,Garbage not collected for a week,Rejected,Mobile App,Medium,21.0,nan
GRV-2840,2024-11-15,,Ward-20,Road & Infrastructure,Speed breaker removed without notice,In Progress,Walk-In,Medium,43.0,nan
GRV-2841,2025-03-21,,Ward-12,Sewage & Drainage,Sewage mixing with drinking water pipeline,Rejected,Mobile App,Medium,49.0,nan
GRV-2842,2025-01-28,,Ward-02,Sewage & Drainage,Manhole cover missing – safety hazard,Open,WhatsApp,Critical,35.0,nan
GRV-2843,2025-12-06,2025-12-27,Ward-18,Water Supply,Low water pressure in pipes,Resolved,Mobile App,Low,33.0,3.0
GRV-2844,2025-11-05,,Ward-19,Water Supply,Dirty/contaminated water coming from tap,In Progress,Website,High,46.0,nan
GRV-2845,2025-10-14,2025-10-29,,Waste Management,No waste bins available in the area,Closed,Mobile App,Medium,18.0,1.0
GRV-2846,2025-12-24,2026-01-06,,Street Lighting,Broken street light reported multiple times,Closed,Website,Low,23.0,3.0
GRV-2847,2025-12-11,2025-12-22,Ward-13,Waste Management,Garbage not collected for a week,Closed,Website,Low,57.0,2.0
GRV-2848,2024-11-08,,Ward-20,Road & Infrastructure,Large pothole causing accidents on highway,Open,Website,Low,71.0,nan
GRV-2849,2024-11-16,,Ward-15,Public Property,Stray dogs attacking residents near park,Open,Mobile App,Medium,58.0,nan
GRV-2850,2025-10-03,2025-10-23,Ward-11,Street Lighting,Frequent power fluctuation in area,Resolved,WhatsApp,Low,65.0,4.0
GRV-2851,2025-03-30,,Ward-12,Sewage & Drainage,Manhole cover missing – safety hazard,Open,Website,Critical,40.0,nan
GRV-2852,2025-01-07,,Ward-01,Waste Management,Garbage not collected for a week,Open,Website,Low,65.0,nan
GRV-2853,2025-02-16,,Ward-03,Public Property,Public toilet locked / not accessible,Open,Phone Call,Medium,38.0,nan
GRV-2854,2025-11-26,2025-12-26,Ward-17,Road & Infrastructure,Speed breaker removed without notice,Closed,Walk-In,Medium,30.0,5.0
GRV-2855,2025-02-02,2025-02-20,Ward-03,Road & Infrastructure,Road completely waterlogged after rain,Resolved,Website,Medium,32.0,3.0
GRV-2856,2025-09-22,,Ward-12,Noise & Pollution,Burning of garbage creating air pollution,Open,Website,Medium,39.0,nan
GRV-2857,2025-05-21,,Ward-14,Sewage & Drainage,Blocked drain causing flooding in colony,Rejected,Phone Call,Critical,18.0,nan
GRV-2858,2025-07-20,2025-07-23,Ward-18,Sewage & Drainage,Manhole cover missing – safety hazard,Resolved,WhatsApp,Low,23.0,4.0
GRV-2859,2024-12-22,2025-01-16,Ward-11,Public Property,Encroachment on footpath by shop owners,Resolved,Phone Call,Low,44.0,2.0
GRV-2860,2025-01-15,,Ward-11,Street Lighting,Frequent power fluctuation in area,In Progress,Mobile App,High,48.0,nan
GRV-2861,2025-03-04,,Ward-01,Public Property,Stray dogs attacking residents near park,Open,,Critical,67.0,nan
GRV-2862,2025-07-27,2025-07-29,Ward-19,Noise & Pollution,Factory emitting foul-smelling smoke,Resolved,Mobile App,Low,72.0,3.0
GRV-2863,2025-09-21,,Ward-18,Public Property,Public toilet locked / not accessible,In Progress,Walk-In,Medium,62.0,nan
GRV-2864,2025-09-20,,Ward-07,Waste Management,Illegal dumping of waste on street,Open,WhatsApp,Critical,43.0,nan
GRV-2865,2025-12-16,,Ward-10,Road & Infrastructure,Broken footpath causing injury to pedestrians,Open,WhatsApp,High,43.0,nan
GRV-2866,2025-11-09,2025-12-05,Ward-15,Water Supply,Water pipeline leakage on main road,Resolved,Website,Medium,32.0,2.0
GRV-2867,2025-11-13,,Ward-11,Road & Infrastructure,Road construction debris not cleared,In Progress,Mobile App,Critical,22.0,nan
GRV-2868,2025-08-06,,Ward-18,Street Lighting,Short circuit sparks from street light,In Progress,WhatsApp,Low,28.0,nan
GRV-2869,2025-12-24,,Ward-14,Street Lighting,Short circuit sparks from street light,Open,Phone Call,High,34.0,nan
GRV-2870,2026-02-23,,Ward-04,Noise & Pollution,Construction noise beyond permitted hours,Rejected,Mobile App,Medium,19.0,nan
GRV-2871,2025-09-03,,,Sewage & Drainage,Manhole cover missing – safety hazard,Open,,High,30.0,nan
GRV-2872,2024-10-09,,Ward-15,Sewage & Drainage,Sewage mixing with drinking water pipeline,Open,WhatsApp,Medium,70.0,nan
GRV-2873,2025-01-16,2025-01-29,Ward-07,Water Supply,Dirty/contaminated water coming from tap,Closed,Walk-In,High,71.0,1.0
GRV-2874,2025-09-23,,Ward-16,Sewage & Drainage,Manhole cover missing – safety hazard,Open,Mobile App,Medium,43.0,nan
GRV-2875,2026-01-06,,Ward-13,Noise & Pollution,Loud music from nearby event venue,In Progress,Mobile App,Critical,,nan
GRV-2876,2025-01-19,,Ward-09,Noise & Pollution,Factory emitting foul-smelling smoke,In Progress,Phone Call,Medium,31.0,nan
GRV-2877,2025-09-08,2025-10-08,Ward-01,Noise & Pollution,Loud music from nearby event venue,Resolved,Website,Low,58.0,2.0
GRV-2878,2025-03-13,2025-04-06,Ward-17,Water Supply,Low water pressure in pipes,Resolved,WhatsApp,Medium,31.0,2.0
GRV-2879,2024-12-07,,Ward-08,Waste Management,Garbage truck does not come on schedule,Rejected,WhatsApp,Critical,31.0,nan
GRV-2880,2026-03-21,2026-04-16,Ward-02,Waste Management,Garbage truck does not come on schedule,Resolved,WhatsApp,Medium,57.0,4.0
GRV-2881,2026-01-21,,Ward-06,Public Property,Stray dogs attacking residents near park,Rejected,Website,Critical,52.0,nan
GRV-2882,2024-12-17,,Ward-04,Sewage & Drainage,Blocked drain causing flooding in colony,In Progress,Walk-In,Medium,31.0,nan
GRV-2883,2024-12-31,2025-01-15,Ward-09,Public Property,Encroachment on footpath by shop owners,Resolved,WhatsApp,Low,61.0,3.0
GRV-2884,2026-03-10,,Ward-01,Road & Infrastructure,Road completely waterlogged after rain,Open,Website,Low,68.0,nan
GRV-2885,2026-03-06,,Ward-20,Noise & Pollution,Dust from road construction affecting residents,Open,WhatsApp,Critical,,nan
GRV-2886,2025-05-01,,Ward-05,Water Supply,Water meter not working properly,In Progress,Website,Medium,22.0,nan
GRV-2887,2025-11-06,,Ward-08,Noise & Pollution,Burning of garbage creating air pollution,Open,Phone Call,Low,51.0,nan
GRV-2888,2025-03-01,2025-03-07,Ward-13,Noise & Pollution,Factory emitting foul-smelling smoke,Resolved,Phone Call,Medium,61.0,3.0
GRV-2889,2025-05-29,2025-06-21,Ward-01,Road & Infrastructure,Large pothole causing accidents on highway,Closed,WhatsApp,High,,1.0
GRV-2890,2025-03-24,2025-03-25,Ward-04,Water Supply,Water pipeline leakage on main road,Closed,Mobile App,Low,69.0,4.0
GRV-2891,2024-11-05,,Ward-16,Road & Infrastructure,Road completely waterlogged after rain,Open,Phone Call,Critical,40.0,nan
GRV-2892,2025-10-25,,Ward-01,Waste Management,No waste bins available in the area,Open,Website,Low,53.0,nan
GRV-2893,2024-11-07,,Ward-14,Public Property,Park benches broken and vandalised,Open,Website,High,56.0,nan
GRV-2894,2024-12-07,2025-01-01,Ward-06,Public Property,Stray dogs attacking residents near park,Resolved,Phone Call,Low,31.0,2.0
GRV-2895,2025-05-02,2025-05-09,Ward-02,Waste Management,Garbage truck does not come on schedule,Resolved,Mobile App,Critical,43.0,5.0
GRV-2896,2025-05-18,,Ward-20,Road & Infrastructure,Speed breaker removed without notice,Rejected,WhatsApp,Low,73.0,nan
GRV-2897,2026-01-16,2026-02-10,Ward-07,Sewage & Drainage,Foul smell from open drainage channel,Closed,WhatsApp,Low,39.0,3.0
GRV-2898,2025-01-17,,Ward-05,Water Supply,Water meter not working properly,In Progress,Walk-In,High,27.0,nan
GRV-2899,2025-11-17,,Ward-05,Water Supply,Low water pressure in pipes,Open,Walk-In,Low,30.0,nan
GRV-2900,2024-12-12,,,Public Property,Public toilet locked / not accessible,Open,Website,Low,20.0,nan
GRV-2901,2026-03-15,2026-03-30,Ward-10,Water Supply,Dirty/contaminated water coming from tap,Resolved,Website,High,63.0,3.0
GRV-2902,2026-02-22,,Ward-13,Street Lighting,Short circuit sparks from street light,In Progress,Walk-In,Low,34.0,nan
GRV-2903,2025-12-06,,Ward-04,Waste Management,Illegal dumping of waste on street,Rejected,WhatsApp,High,68.0,nan
GRV-2904,2024-12-08,,,Sewage & Drainage,Foul smell from open drainage channel,Open,Walk-In,Critical,25.0,nan
GRV-2905,2024-10-13,2024-11-02,Ward-14,Street Lighting,Short circuit sparks from street light,Closed,WhatsApp,High,66.0,5.0
GRV-2906,2024-10-03,2024-10-05,Ward-20,Noise & Pollution,Burning of garbage creating air pollution,Resolved,Website,Medium,62.0,3.0
